Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_gps,Departement
01080,CHAMPDOR CORCELLES,01110,CORCELLES,CHAMPDOR CORCELLES,"46.0198844188,5.60008759722",01
01121,CORLIER,01110,"",CORLIER,"46.0336885573,5.49635755029",01
01311,PREMILLIEU,01110,"",PREMILLIEU,"45.876457149,5.56475010385",01
01060,BRENOD,01110,"",BRENOD,"46.0759940484,5.61418361314",01
01185,PLATEAU D HAUTEVILLE,01110,HAUTEVILLE LOMPNES,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",01
01185,PLATEAU D HAUTEVILLE,01110,HOSTIAZ,PLATEAU D HAUTEVILLE,"45.9696520061,5.57627261783",01
01142,DAGNEUX,01120,"",DAGNEUX,"45.8531616918,5.07289166803",01
01049,LA BOISSE,01120,"",LA BOISSE,"45.8446213549,5.02783224111",01
01262,MONTLUEL,01120,CORDIEUX,MONTLUEL,"45.8909006209,5.01987566185",01
01297,PIZAY,01120,"",PIZAY,"45.8928509581,5.08915465965",01
01342,STE CROIX,01120,"",STE CROIX,"45.895522477,5.04935536228",01
01262,MONTLUEL,01120,"",MONTLUEL,"45.8909006209,5.01987566185",01
01262,MONTLUEL,01120,JAILLEUX,MONTLUEL,"45.8909006209,5.01987566185",01
01276,NIEVROZ,01120,"",NIEVROZ,"45.8222941077,5.05949629195",01
01418,THIL,01120,"",THIL,"45.8169214201,5.0184098869",01
01035,BELLEYDOUX,01130,"",BELLEYDOUX,"46.2530316409,5.78471723698",01
01087,CHARIX,01130,"",CHARIX,"46.1856344066,5.6811896084",01
01152,ECHALLON,01130,"",ECHALLON,"46.2271364137,5.73330448395",01
01204,LE POIZAT LALLEYRIAT,01130,LALLEYRIAT,LE POIZAT LALLEYRIAT,"46.1479592076,5.71829194244",01
01204,LE POIZAT LALLEYRIAT,01130,LE POIZAT,LE POIZAT LALLEYRIAT,"46.1479592076,5.71829194244",01
01298,PLAGNE,01130,"",PLAGNE,"46.1883038423,5.71763811249",01
01357,ST GERMAIN DE JOUX,01130,"",ST GERMAIN DE JOUX,"46.1821955394,5.74672259773",01
01174,GIRON,01130,"",GIRON,"46.2227121191,5.78049809256",01
01269,NANTUA,01130,"",NANTUA,"46.1537845403,5.61352793799",01
01274,LES NEYROLLES,01130,"",LES NEYROLLES,"46.1342937114,5.63714517869",01
01252,MOGNENEINS,01140,"",MOGNENEINS,"46.1446696076,4.820110702",01
01351,ST ETIENNE SUR CHALARONNE,01140,"",ST ETIENNE SUR CHALARONNE,"46.1468059584,4.86696454244",01
01348,ST DIDIER SUR CHALARONNE,01140,"",ST DIDIER SUR CHALARONNE,"46.1840408682,4.81645666173",01
01188,ILLIAT,01140,"",ILLIAT,"46.1866986838,4.88840344003",01
01167,GARNERANS,01140,"",GARNERANS,"46.2136224825,4.82843188743",01
01420,THOISSEY,01140,"",THOISSEY,"46.1700943481,4.79387095814",01
01428,VALEINS,01140,"",VALEINS,"46.1146467438,4.86551696868",01
01295,PEYZIEUX SUR SAONE,01140,"",PEYZIEUX SUR SAONE,"46.1226331853,4.82243226719",01
01099,CHAZEY SUR AIN,01150,"",CHAZEY SUR AIN,"45.8929448968,5.25528498524",01
01202,LAGNIEU,01150,"",LAGNIEU,"45.8917015798,5.32917518895",01
01213,LEYMENT,01150,"",LEYMENT,"45.9269989549,5.2947657235",01
01047,BLYES,01150,"",BLYES,"45.8469686113,5.25166055884",01
01386,ST SORLIN EN BUGEY,01150,"",ST SORLIN EN BUGEY,"45.886308438,5.37608915006",01
01431,VAUX EN BUGEY,01150,"",VAUX EN BUGEY,"45.9201205456,5.36353184193",01
01366,STE JULIE,01150,"",STE JULIE,"45.8819723176,5.28452304614",01
01390,ST VULBAS,01150,"",ST VULBAS,"45.8222315102,5.27019602929",01
01396,SAULT BRENAZ,01150,"",SAULT BRENAZ,"45.8654038798,5.40416104083",01
01411,SOUCLIN,01150,"",SOUCLIN,"45.8781798572,5.43058627512",01
01444,VILLEBOIS,01150,"",VILLEBOIS,"45.8485624628,5.44711117486",01
01151,DRUILLAT,01160,"",DRUILLAT,"46.067579544,5.29361666429",01
01273,NEUVILLE SUR AIN,01160,"",NEUVILLE SUR AIN,"46.0909654813,5.37349784691",01
01304,PONT D AIN,01160,"",PONT D AIN,"46.0542077091,5.34703652618",01
01374,ST MARTIN DU MONT,01160,"",ST MARTIN DU MONT,"46.1061500835,5.32551470817",01
01314,PRIAY,01160,"",PRIAY,"46.0197521486,5.28523353803",01
01425,LA TRANCLIERE,01160,"",LA TRANCLIERE,"46.0970027075,5.26099875456",01
01430,VARAMBON,01160,"",VARAMBON,"46.0433928197,5.2947944594",01
01153,ECHENEVEX,01170,"",ECHENEVEX,"46.3160845207,6.01926187996",01
01173,GEX,01170,"",GEX,"46.3471891747,6.04650555568",01
01399,SEGNY,01170,"",SEGNY,"46.2935928404,6.07287743792",01
01071,CESSY,01170,"",CESSY,"46.315689376,6.0779844362",01
01247,MIJOUX,01170,"",MIJOUX,"46.3622451724,6.00902631941",01
01103,CHEVRY,01170,"",CHEVRY,"46.283152935,6.04707941462",01
01135,CROZET,01170,"",CROZET,"46.2915659686,5.99510417092",01
01436,VESANCY,01170,"",VESANCY,"46.3610768127,6.08470665475",01
01057,BOZ,01190,"",BOZ,"46.4051688134,4.9135797178",01
01094,CHAVANNES SUR REYSSOUZE,01190,"",CHAVANNES SUR REYSSOUZE,"46.4379785193,5.00693749662",01
01305,PONT DE VAUX,01190,"",PONT DE VAUX,"46.4422864477,4.92862459427",01
01050,BOISSEY,01190,"",BOISSEY,"46.3727973545,4.9989764059",01
01284,OZAN,01190,"",OZAN,"46.3867168877,4.91805840196",01
01016,ARBIGNY,01190,"",ARBIGNY,"46.4776762988,4.9599416863",01
01102,CHEVROUX,01190,"",CHEVROUX,"46.38249255,4.96288275972",01
01352,ST ETIENNE SUR REYSSOUZE,01190,"",ST ETIENNE SUR REYSSOUZE,"46.4030398952,5.00605581573",01
01175,GORREVOD,01190,"",GORREVOD,"46.414943437,4.95120595427",01
01323,REYSSOUZE,01190,"",REYSSOUZE,"46.4285569061,4.91285056272",01
01337,ST BENIGNE,01190,"",ST BENIGNE,"46.4519173207,4.95309825903",01
01402,SERMOYER,01190,"",SERMOYER,"46.4981991944,4.97856020441",01
01033,VALSERHONE,01200,BELLEGARDE SUR VALSERINE,VALSERHONE,"46.1067901755,5.83202736464",01
01033,VALSERHONE,01200,VOUVRAY,VALSERHONE,"46.1067901755,5.83202736464",01
01189,INJOUX GENISSIAT,01200,"",INJOUX GENISSIAT,"46.0497734524,5.75991363273",01
01033,VALSERHONE,01200,CHATILLON EN MICHAILLE,VALSERHONE,"46.1067901755,5.83202736464",01
01044,BILLIAT,01200,"",BILLIAT,"46.0791346715,5.76591818163",01
01104,CHEZERY FORENS,01200,"",CHEZERY FORENS,"46.222573373,5.87248105275",01
01114,CONFORT,01200,"",CONFORT,"46.1543700156,5.83319395258",01
01257,MONTANGES,01200,"",MONTANGES,"46.17325293,5.79006091307",01
01033,VALSERHONE,01200,OCHIAZ,VALSERHONE,"46.1067901755,5.83202736464",01
01209,LEAZ,01200,"",LEAZ,"46.1086518044,5.87649017888",01
01189,INJOUX GENISSIAT,01200,CRAZ,INJOUX GENISSIAT,"46.0497734524,5.75991363273",01
01033,VALSERHONE,01200,LANCRANS,VALSERHONE,"46.1067901755,5.83202736464",01
01448,VILLES,01200,"",VILLES,"46.0954293058,5.7569250415",01
74109,ELOISE,01200,"",ELOISE,"46.0837640303,5.84669856092",01
01160,FERNEY VOLTAIRE,01210,"",FERNEY VOLTAIRE,"46.2519789243,6.10826403805",01
01435,VERSONNEX,01210,"",VERSONNEX,"46.2997631425,6.10057952207",01
01281,ORNEX,01210,"",ORNEX,"46.2774557513,6.09454723599",01
01397,SAUVERNY,01220,"",SAUVERNY,"46.3126908233,6.11043836433",01
01143,DIVONNE LES BAINS,01220,"",DIVONNE LES BAINS,"46.3756333495,6.1158647611",01
01180,GRILLY,01220,"",GRILLY,"46.3318810665,6.11366767978",01
01111,CONAND,01230,"",CONAND,"45.8834810846,5.47541328981",01
01017,ARGIS,01230,"",ARGIS,"45.9337182132,5.48251100314",01
01107,CLEYZIEU,01230,"",CLEYZIEU,"45.902146623,5.43272695486",01
01384,ST RAMBERT EN BUGEY,01230,"",ST RAMBERT EN BUGEY,"45.9504631708,5.44017084612",01
01421,TORCIEU,01230,"",TORCIEU,"45.92125055,5.40400282244",01
01155,EVOSGES,01230,"",EVOSGES,"45.965147537,5.50283599885",01
01277,NIVOLLET MONTGRIFFON,01230,"",NIVOLLET MONTGRIFFON,"45.9999448244,5.45847815374",01
01076,CHALEY,01230,"",CHALEY,"45.9533367734,5.53682505273",01
01013,ARANDAS,01230,"",ARANDAS,"45.8908155275,5.49870439091",01
01279,ONCIEU,01230,"",ONCIEU,"45.9651165469,5.47146617499",01
01416,TENAY,01230,"",TENAY,"45.922698278,5.51453923595",01
01335,ST ANDRE LE BOUCHOUX,01240,"",ST ANDRE LE BOUCHOUX,"46.1131399612,5.0802376895",01
01211,LENT,01240,"",LENT,"46.1160216305,5.20200684747",01
01359,ST GERMAIN SUR RENON,01240,"",ST GERMAIN SUR RENON,"46.0797285417,5.06090903982",01
01085,LA CHAPELLE DU CHATELARD,01240,"",LA CHAPELLE DU CHATELARD,"46.0744536905,5.02162055898",01
01145,DOMPIERRE SUR VEYLE,01240,"",DOMPIERRE SUR VEYLE,"46.0667883703,5.21665199666",01
01069,CERTINES,01240,"",CERTINES,"46.1337950959,5.26239539372",01
01235,MARLIEUX,01240,"",MARLIEUX,"46.0549073186,5.0741150816",01
01383,ST PAUL DE VARAX,01240,"",ST PAUL DE VARAX,"46.0956691617,5.12762470203",01
01072,CEYZERIAT,01250,"",CEYZERIAT,"46.1832170988,5.32007207542",01
01095,NIVIGNE ET SURAN,01250,GERMAGNAT,NIVIGNE ET SURAN,"46.2750157946,5.41649423093",01
01447,VILLEREVERSURE,01250,"",VILLEREVERSURE,"46.1926750369,5.3947679407",01
01197,JOURNANS,01250,"",JOURNANS,"46.1464982407,5.33452833151",01
01245,BOHAS MEYRIAT RIGNAT,01250,BOHAS,BOHAS MEYRIAT RIGNAT,"46.1427060662,5.3780109646",01
01125,CORVEISSIAT,01250,"",CORVEISSIAT,"46.2505107235,5.47152467919",01
01184,HAUTECOURT ROMANECHE,01250,"",HAUTECOURT ROMANECHE,"46.1611241927,5.42944457639",01
01184,HAUTECOURT ROMANECHE,01250,ROMANECHE,HAUTECOURT ROMANECHE,"46.1611241927,5.42944457639",01
01195,JASSERON,01250,"",JASSERON,"46.2150037064,5.31215372338",01
01245,BOHAS MEYRIAT RIGNAT,01250,RIGNAT,BOHAS MEYRIAT RIGNAT,"46.1427060662,5.3780109646",01
01317,RAMASSE,01250,"",RAMASSE,"46.1905550894,5.35572056985",01
01095,NIVIGNE ET SURAN,01250,CHAVANNES SUR SURAN,NIVIGNE ET SURAN,"46.2750157946,5.41649423093",01
01106,CIZE,01250,"",CIZE,"46.2003848172,5.45082526739",01
01245,BOHAS MEYRIAT RIGNAT,01250,"",BOHAS MEYRIAT RIGNAT,"46.1427060662,5.3780109646",01
01254,MONTAGNAT,01250,"",MONTAGNAT,"46.1686969123,5.27962107938",01
01321,REVONNAS,01250,"",REVONNAS,"46.1615355815,5.33543916388",01
01408,SIMANDRE SUR SURAN,01250,"",SIMANDRE SUR SURAN,"46.2340471594,5.42240815305",01
01150,DROM,01250,"",DROM,"46.2196603059,5.36799994918",01
01177,GRAND CORENT,01250,"",GRAND CORENT,"46.207387937,5.43318666027",01
01309,POUILLAT,01250,"",POUILLAT,"46.3219301481,5.42318000482",01
01369,ST JUST,01250,"",ST JUST,"46.1929758576,5.28494181398",01
01422,TOSSIAT,01250,"",TOSSIAT,"46.1384790158,5.30400055922",01
01079,CHAMPAGNE EN VALROMEY,01260,PASSIN,CHAMPAGNE EN VALROMEY,"45.9316447397,5.69321890072",01
01187,HAUT VALROMEY,01260,LE GRAND ABERGEMENT,HAUT VALROMEY,"46.0317412192,5.70267027388",01
01187,HAUT VALROMEY,01260,SONGIEU,HAUT VALROMEY,"46.0317412192,5.70267027388",01
01036,VALROMEY SUR SERAN,01260,VIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01187,HAUT VALROMEY,01260,LE PETIT ABERGEMENT,HAUT VALROMEY,"46.0317412192,5.70267027388",01
01453,ARVIERE EN VALROMEY,01260,BRENAZ,ARVIERE EN VALROMEY,"45.9063608209,5.73707051523",01
01036,VALROMEY SUR SERAN,01260,BELMONT LUTHEZIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01036,VALROMEY SUR SERAN,01260,LOMPNIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01036,VALROMEY SUR SERAN,01260,LUTHEZIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01036,VALROMEY SUR SERAN,01260,SUTRIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01079,CHAMPAGNE EN VALROMEY,01260,"",CHAMPAGNE EN VALROMEY,"45.9316447397,5.69321890072",01
01079,CHAMPAGNE EN VALROMEY,01260,LILIGNOD,CHAMPAGNE EN VALROMEY,"45.9316447397,5.69321890072",01
01453,ARVIERE EN VALROMEY,01260,CHAVORNAY,ARVIERE EN VALROMEY,"45.9063608209,5.73707051523",01
01453,ARVIERE EN VALROMEY,01260,LOCHIEU,ARVIERE EN VALROMEY,"45.9063608209,5.73707051523",01
01036,VALROMEY SUR SERAN,01260,CHARANCIN,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01036,VALROMEY SUR SERAN,01260,FITIGNIEU,VALROMEY SUR SERAN,"45.8847475883,5.65115788055",01
01187,HAUT VALROMEY,01260,HOTONNES,HAUT VALROMEY,"46.0317412192,5.70267027388",01
01330,RUFFIEU,01260,"",RUFFIEU,"46.0037108867,5.65322391497",01
01453,ARVIERE EN VALROMEY,01260,VIRIEU LE PETIT,ARVIERE EN VALROMEY,"45.9063608209,5.73707051523",01
01432,VERJON,01270,"",VERJON,"46.3459093717,5.34853019646",01
01445,VILLEMOTIER,01270,"",VILLEMOTIER,"46.3458538978,5.31036160991",01
01108,COLIGNY,01270,"",COLIGNY,"46.3866637865,5.3308227014",01
01147,DOMSURE,01270,"",DOMSURE,"46.4244066427,5.29313479651",01
01029,BEAUPONT,01270,"",BEAUPONT,"46.4288360203,5.26003405676",01
01296,PIRAJOUX,01270,"",PIRAJOUX,"46.385801285,5.27417594024",01
01391,SALAVRE,01270,"",SALAVRE,"46.3635396668,5.34742387197",01
01313,PREVESSIN MOENS,01280,"",PREVESSIN MOENS,"46.25827228,6.07223251859",01
01313,PREVESSIN MOENS,01280,MOENS,PREVESSIN MOENS,"46.25827228,6.07223251859",01
01046,BIZIAT,01290,"",BIZIAT,"46.2266794269,4.94084673168",01
01179,GRIEGES,01290,"",GRIEGES,"46.2633634407,4.84621318847",01
01134,CROTTET,01290,"",CROTTET,"46.283072336,4.87747971182",01
01136,CRUZILLES LES MEPILLAT,01290,"",CRUZILLES LES MEPILLAT,"46.2220588715,4.8752193513",01
01306,PONT DE VEYLE,01290,"",PONT DE VEYLE,"46.2637215091,4.88186068102",01
01334,ST ANDRE D HUIRIAT,01290,"",ST ANDRE D HUIRIAT,"46.2140960915,4.91291358797",01
01365,ST JEAN SUR VEYLE,01290,"",ST JEAN SUR VEYLE,"46.2683632132,4.92198366998",01
01042,BEY,01290,"",BEY,"46.2191748844,4.84642690241",01
01123,CORMORANCHE SUR SAONE,01290,"",CORMORANCHE SUR SAONE,"46.2403530179,4.8276569593",01
01203,LAIZ,01290,"",LAIZ,"46.2469919709,4.89933490972",01
01058,BREGNIER CORDON,01300,"",BREGNIER CORDON,"45.6416854652,5.61653371",01
01117,CONZIEU,01300,"",CONZIEU,"45.7253102173,5.60442351043",01
01227,MAGNIEU,01300,ST CHAMP,MAGNIEU,"45.7754050255,5.71540945601",01
01234,MARIGNIEU,01300,"",MARIGNIEU,"45.8010384947,5.71570352924",01
01286,PARVES ET NATTAGES,01300,NATTAGES,PARVES ET NATTAGES,"45.7437340183,5.73800737134",01
01286,PARVES ET NATTAGES,01300,PARVES,PARVES ET NATTAGES,"45.7437340183,5.73800737134",01
01015,ARBOYS EN BUGEY,01300,ST BOIS,ARBOYS EN BUGEY,"45.7237621545,5.65263086429",01
01009,ANDERT ET CONDON,01300,"",ANDERT ET CONDON,"45.7873565333,5.65788307924",01
01141,CUZIEU,01300,"",CUZIEU,"45.8200002803,5.6765554896",01
01310,PREMEYZEL,01300,"",PREMEYZEL,"45.6806263123,5.64396081449",01
01006,AMBLEON,01300,"",AMBLEON,"45.7494989044,5.59432017366",01
01015,ARBOYS EN BUGEY,01300,ARBIGNIEU,ARBOYS EN BUGEY,"45.7237621545,5.65263086429",01
01034,BELLEY,01300,"",BELLEY,"45.7494697806,5.68412365526",01
01098,CHAZEY BONS,01300,"",CHAZEY BONS,"45.7925770617,5.68477063188",01
01110,COLOMIEU,01300,"",COLOMIEU,"45.7361469025,5.62670101041",01
01268,MURS ET GELIGNIEUX,01300,"",MURS ET GELIGNIEUX,"45.6420014274,5.66039684889",01
01338,GROSLEE ST BENOIT,01300,ST BENOIT,GROSLEE ST BENOIT,"45.6891842277,5.5843972561",01
01454,VIRIGNIN,01300,"",VIRIGNIN,"45.7267387762,5.71282330936",01
01061,BRENS,01300,"",BRENS,"45.7135069062,5.68998154517",01
01116,CONTREVOZ,01300,"",CONTREVOZ,"45.8009403071,5.62087768159",01
01193,IZIEU,01300,"",IZIEU,"45.6557496407,5.63909140794",01
01227,MAGNIEU,01300,"",MAGNIEU,"45.7754050255,5.71540945601",01
01239,MASSIGNIEU DE RIVES,01300,"",MASSIGNIEU DE RIVES,"45.7571503942,5.7620535823",01
01294,PEYRIEU,01300,"",PEYRIEU,"45.6762428663,5.67912809192",01
01338,GROSLEE ST BENOIT,01300,GROSLEE,GROSLEE ST BENOIT,"45.6891842277,5.5843972561",01
01358,ST GERMAIN LES PAROISSES,01300,"",ST GERMAIN LES PAROISSES,"45.7709749249,5.61753440834",01
01065,BUELLAS,01310,"",BUELLAS,"46.2104135162,5.14487465017",01
01065,BUELLAS,01310,CORGENON,BUELLAS,"46.2104135162,5.14487465017",01
01140,CURTAFOND,01310,"",CURTAFOND,"46.273150382,5.1020896267",01
01115,CONFRANCON,01310,"",CONFRANCON,"46.270304175,5.05775217893",01
01375,ST MARTIN LE CHATEL,01310,"",ST MARTIN LE CHATEL,"46.291445874,5.12291715091",01
01385,ST REMY,01310,"",ST REMY,"46.1846642149,5.16771354778",01
01264,MONTRACOL,01310,"",MONTRACOL,"46.1867200301,5.11706011755",01
01259,MONTCET,01310,"",MONTCET,"46.219333227,5.11149132074",01
01301,POLLIAT,01310,"",POLLIAT,"46.2463108642,5.13794412439",01
01090,CHATENAY,01320,"",CHATENAY,"46.0259402155,5.2048590395",01
01129,CRANS,01320,"",CRANS,"45.9663793103,5.19490390871",01
01449,VILLETTE SUR AIN,01320,"",VILLETTE SUR AIN,"46.0099989032,5.25214547187",01
01074,CHALAMONT,01320,"",CHALAMONT,"46.0076491739,5.16936568",01
01381,ST NIZIER LE DESERT,01320,"",ST NIZIER LE DESERT,"46.052861561,5.14246131764",01
01092,CHATILLON LA PALUD,01320,"",CHATILLON LA PALUD,"45.9748017433,5.2416027725",01
01052,BOULIGNEUX,01330,"",BOULIGNEUX,"46.0232774841,4.99252709276",01
01207,LAPEYROUSE,01330,"",LAPEYROUSE,"45.9859131165,4.98196682865",01
01299,LE PLANTAY,01330,"",LE PLANTAY,"46.0230264227,5.08912046926",01
01443,VILLARS LES DOMBES,01330,"",VILLARS LES DOMBES,"45.9927150222,5.04507856642",01
01045,BIRIEUX,01330,"",BIRIEUX,"45.9533995502,5.03666479984",01
01434,VERSAILLEUX,01330,"",VERSAILLEUX,"45.9854373478,5.11204819151",01
01005,AMBERIEUX EN DOMBES,01330,"",AMBERIEUX EN DOMBES,"45.9961799872,4.91227250796",01
01382,STE OLIVE,01330,"",STE OLIVE,"46.0142006121,4.93624894982",01
01266,MONTREVEL EN BRESSE,01340,"",MONTREVEL EN BRESSE,"46.3252811442,5.11295966315",01
01130,BRESSE VALLONS,01340,CRAS SUR REYSSOUZE,BRESSE VALLONS,"46.3130831891,5.17796707174",01
01229,MALAFRETAZ,01340,"",MALAFRETAZ,"46.3295545661,5.14386299599",01
01236,MARSONNAS,01340,"",MARSONNAS,"46.3409117711,5.06434294764",01
01163,FOISSIAT,01340,"",FOISSIAT,"46.3784759782,5.18483641417",01
01024,ATTIGNAT,01340,"",ATTIGNAT,"46.2861802203,5.1795233845",01
01040,BEREZIAT,01340,"",BEREZIAT,"46.3674371012,5.04021655965",01
01130,BRESSE VALLONS,01340,ETREZ,BRESSE VALLONS,"46.3130831891,5.17796707174",01
01196,JAYAT,01340,"",JAYAT,"46.3660828991,5.11429701617",01
01346,ST DIDIER D AUSSIAT,01340,"",ST DIDIER D AUSSIAT,"46.3069992095,5.05820697692",01
01387,ST SULPICE,01340,"",ST SULPICE,"46.3209806116,5.04148389346",01
01208,LAVOURS,01350,"",LAVOURS,"45.8108837933,5.77267317838",01
01138,CULOZ,01350,"",CULOZ,"45.8559966843,5.78398308932",01
01162,FLAXIEU,01350,"",FLAXIEU,"45.8113298005,5.74459048839",01
01039,BEON,01350,"",BEON,"45.8568920052,5.75220315052",01
01073,CEYZERIEU,01350,"",CEYZERIEU,"45.8335530148,5.71933090966",01
01133,CRESSIN ROCHEFORT,01350,"",CRESSIN ROCHEFORT,"45.7826434885,5.76546256637",01
01456,VONGNES,01350,"",VONGNES,"45.8129059524,5.72536666767",01
01010,ANGLEFORT,01350,"",ANGLEFORT,"45.9093715116,5.79516005674",01
01302,POLLIEU,01350,"",POLLIEU,"45.7965373468,5.74794515549",01
01062,BRESSOLLES,01360,LA LECHERE,BRESSOLLES,"45.869423064,5.1009428902",01
01224,LOYETTES,01360,"",LOYETTES,"45.7921564114,5.21770971647",01
01032,BELIGNEUX,01360,"",BELIGNEUX,"45.8591464826,5.13989505865",01
01027,BALAN,01360,"",BALAN,"45.8311226453,5.10780019249",01
01062,BRESSOLLES,01360,"",BRESSOLLES,"45.869423064,5.1009428902",01
01032,BELIGNEUX,01360,CAMP DE LA VALBONNE,BELIGNEUX,"45.8591464826,5.13989505865",01
01032,BELIGNEUX,01360,CHANES,BELIGNEUX,"45.8591464826,5.13989505865",01
01032,BELIGNEUX,01360,LA VALBONNE,BELIGNEUX,"45.8591464826,5.13989505865",01
01241,MEILLONNAS,01370,"",MEILLONNAS,"46.244997627,5.33594738489",01
01426,VAL REVERMONT,01370,TREFFORT CUISIAT,VAL REVERMONT,"46.2803281838,5.36083165162",01
01350,ST ETIENNE DU BOIS,01370,"",ST ETIENNE DU BOIS,"46.2749447261,5.28428557632",01
01426,VAL REVERMONT,01370,PRESSIAT,VAL REVERMONT,"46.2803281838,5.36083165162",01
01127,COURMANGOUX,01370,"",COURMANGOUX,"46.3267864521,5.35558241812",01
01426,VAL REVERMONT,01370,CUISIAT,VAL REVERMONT,"46.2803281838,5.36083165162",01
01038,BENY,01370,"",BENY,"46.3188629218,5.28253433405",01
01332,ST ANDRE DE BAGE,01380,"",ST ANDRE DE BAGE,"46.298541568,4.91411565769",01
01355,ST GENIS SUR MENTHON,01380,"",ST GENIS SUR MENTHON,"46.2815955593,5.01311826405",01
01026,BAGE LE CHATEL,01380,"",BAGE LE CHATEL,"46.3077069231,4.92862084189",01
01050,BOISSEY,01380,"",BOISSEY,"46.3727973545,4.9989764059",01
01343,ST CYR SUR MENTHON,01380,"",ST CYR SUR MENTHON,"46.2754005606,4.96757105158",01
01025,BAGE DOMMARTIN,01380,BAGE LA VILLE,BAGE DOMMARTIN,"46.3233203302,4.9528678933",01
01025,BAGE DOMMARTIN,01380,DOMMARTIN,BAGE DOMMARTIN,"46.3233203302,4.9528678933",01
01261,MONTHIEUX,01390,"",MONTHIEUX,"45.9622791838,4.94555984534",01
01318,RANCE,01390,"",RANCE,"45.9673905154,4.86343025951",01
01362,ST JEAN DE THURIGNEUX,01390,"",ST JEAN DE THURIGNEUX,"45.9598424323,4.89936410681",01
01105,CIVRIEUX,01390,"",CIVRIEUX,"45.922467454,4.88633786877",01
01248,MIONNAY,01390,"",MIONNAY,"45.8955939299,4.92416967439",01
01371,ST MARCEL,01390,"",ST MARCEL,"45.9485803654,4.9896671017",01
01333,ST ANDRE DE CORCY,01390,"",ST ANDRE DE CORCY,"45.927001954,4.95373324492",01
01424,TRAMOYES,01390,"",TRAMOYES,"45.8745670311,4.9639268325",01
01272,NEUVILLE LES DAMES,01400,"",NEUVILLE LES DAMES,"46.1567753049,5.00942432434",01
01328,ROMANS,01400,"",ROMANS,"46.1237520756,5.0217131176",01
01356,ST GEORGES SUR RENON,01400,"",ST GEORGES SUR RENON,"46.1037951263,5.03001967494",01
01084,CHANOZ CHATENAY,01400,"",CHANOZ CHATENAY,"46.1861812234,5.02807719246",01
01093,CHATILLON SUR CHALARONNE,01400,"",CHATILLON SUR CHALARONNE,"46.1232390685,4.95810003714",01
01146,DOMPIERRE SUR CHALARONNE,01400,"",DOMPIERRE SUR CHALARONNE,"46.1415406621,4.90141714714",01
